id,type,name,address,number,state,city,zip,lat,lon,point
8297,Hospital,Alvarado Inc,7842 Thompson Garden,124-024-1644,LA,Westlake,70669,30.240705,-93.275454,"(30.240705, -93.275454)"
8298,Pharmacy,"Clark, Blanchard and Watson",370 Karen Roads,991-863-7868,MO,Shook,63963,37.119566,-90.444953,"(37.119566, -90.444953)"
8299,Hospital,White and Sons,23766 Fischer Dam Suite 559,935-618-3443,NE,Cordova,68330,40.720174,-97.311257,"(40.720174, -97.311257)"
8300,Pharmacy,"Rivera, Silva and Mckee",680 Davis Land,701-368-9874,CA,Santa Ysabel,92070,33.016928,-116.846046,"(33.016928, -116.846046)"
8301,Pharmacy,Diaz-Glenn,07446 Johnson Glen Apt. 106,898-749-5183,LA,Metairie,70004,29.677893,-90.0901,"(29.677893, -90.0901)"
8302,Pharmacy,Evans-Burns,8415 Wesley Motorway Apt. 690,484-516-6322,PA,Cheswick,15024,40.434436,-80.024817,"(40.434436, -80.024817)"
8303,Hospital,Jordan-Burns,4525 Colleen Square,630-667-5639,WA,Seattle,98184,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
8304,Pharmacy,"Graves, Douglas and Harris",13916 Eric Squares,668-866-7969,MI,Kentwood Brch,49528,42.9,-85.66,"(42.9, -85.66)"
8305,Pharmacy,Simon-Weaver,76448 Natalie Track,815-256-4281,NE,Cordova,68330,40.720174,-97.311257,"(40.720174, -97.311257)"
8306,Hospital,"Nolan, Maddox and Lopez",2954 Kathryn Radial,898-467-5031,PA,Plymouth,18651,41.28871,-75.98764,"(41.28871, -75.98764)"
8307,Hospital,"Daniels, Martinez and Reid",61371 Murray Light,302-349-9236,AR,Humphrey,72073,34.374078,-91.638613,"(34.374078000000004, -91.638613)"
8308,Hospital,Snyder-Stein,839 James Common,892-172-7925,WV,Uneeda,25205,38.042839,-81.805265,"(38.042839, -81.805265)"
8309,Hospital,"Johnson, Lewis and Roberts",2182 Patricia Plain,380-149-9378,OK,Kenefic,74748,34.131629,-96.263566,"(34.131629, -96.263566)"
8310,Hospital,Fuller-Murphy,8312 John Square Suite 802,505-457-7173,CA,Menlo Park,94026,37.381144,-122.334825,"(37.381144, -122.334825)"
8311,Hospital,"Jacobs, Haas and Maldonado",893 Tara Mall Suite 589,457-371-2537,IL,Bloomington,61710,40.477735,-88.954174,"(40.477735, -88.954174)"
8312,Pharmacy,Moody LLC,749 Maldonado Trail,967-033-8190,TX,Beaumont,77710,29.847569,-94.129733,"(29.847569, -94.129733)"
8313,Pharmacy,Robbins and Sons,094 Cunningham Vista Suite 927,306-085-9621,TN,Shawanee,37867,36.580283,-83.647254,"(36.580283, -83.647254)"
8314,Pharmacy,Bennett-Sherman,6082 John Ranch Apt. 956,260-398-7641,WI,Burnett,53922,43.517272,-88.73346,"(43.517272, -88.73346)"
8315,Pharmacy,"Garcia, Brown and Burns",818 Montes Creek Suite 305,372-425-6509,WI,Gresham,54128,44.806061,-88.732786,"(44.806061, -88.732786)"
8316,Hospital,"Miranda, Powers and Simpson",21458 Hale Heights Apt. 364,166-611-6042,MD,Greensboro,21639,38.968592,-75.790732,"(38.968592, -75.79073199999998)"
8317,Pharmacy,"Martinez, Chen and Hall",64168 Shelby Vista Apt. 660,376-551-0376,TX,Abilene,79699,32.466474,-99.711665,"(32.466474, -99.711665)"
8318,Pharmacy,Schmidt-Woods,839 Crystal Village,291-434-7269,VA,Dyke,22935,38.270529,-78.557765,"(38.270529, -78.557765)"
8319,Hospital,"Wright, Williams and Campbell",472 Diane Circle Suite 338,550-056-5375,OH,Shauck,43349,40.614239,-82.661938,"(40.61423900000001, -82.661938)"
8320,Pharmacy,"Scott, Marshall and Jordan",8660 Thomas Rue Suite 472,741-755-8181,UT,New Harmony,84757,37.455047,-113.268012,"(37.455047, -113.268012)"
8321,Pharmacy,"Gamble, Graham and Barnett",67530 White Heights Apt. 520,575-338-7432,IL,Frankfort Heights,62840,37.994296,-88.941665,"(37.99429600000001, -88.941665)"
8322,Pharmacy,"Logan, Cole and Hayes",14290 Robinson Crossing Apt. 224,789-320-5120,FL,Wewahitchka,32465,30.025584,-85.215173,"(30.025584, -85.215173)"
8323,Pharmacy,Flores-Boyd,174 Jackson Parks Apt. 275,876-085-8838,TX,Catarina,78836,28.42297,-99.75426,"(28.42297, -99.75426)"
8324,Pharmacy,Bradford-Bates,3574 Kristin Mews Apt. 515,857-159-8818,FL,Lehigh Acres,33971,26.589408,-81.670757,"(26.589408, -81.670757)"
8325,Pharmacy,Bradley-Hart,41276 Hill Union Suite 774,380-718-8360,NC,Charlotte,28242,35.26002,-80.804151,"(35.26002000000001, -80.804151)"
8326,Hospital,"Henderson, Flynn and Francis",05026 Hodges Plaza,808-559-9387,NY,Hunt,14846,42.555834,-77.999451,"(42.555834, -77.99945100000002)"
8327,Hospital,Tyler Inc,880 James Ford,529-113-8854,TN,Whiteside,37396,35.020638,-85.529023,"(35.020638, -85.529023)"
8328,Pharmacy,Richardson-Andersen,9699 Natasha Ford,939-209-3360,LA,Deville,71328,31.358696,-92.2233,"(31.358696, -92.2233)"
8329,Hospital,"Moore, Oliver and Allen",9386 Garcia Brooks,532-199-1557,CA,Storrie,95980,39.918503,-121.337404,"(39.918503, -121.337404)"
8330,Pharmacy,Moran Group,09510 Edwards Creek Suite 521,170-038-8283,TX,Rosharon,77583,29.42501,-95.448799,"(29.42501, -95.448799)"
8331,Pharmacy,Campbell-Martin,88503 Michael Knolls,797-225-7556,NY,Meridale,13806,42.183045,-74.925617,"(42.183045, -74.925617)"
8332,Pharmacy,Salas PLC,3177 Daniel Viaduct Suite 386,352-809-5548,TX,Helotes,78023,29.437532,-98.461582,"(29.437532, -98.461582)"
8333,Pharmacy,Robinson PLC,744 Jeffrey Pass,713-725-4234,IL,Russell,60075,42.322814,-87.610053,"(42.322814, -87.61005300000002)"
8334,Hospital,"Ward, Brown and Walker",2179 Bennett Dale,422-519-3816,TX,El Paso,79945,31.694842,-106.299987,"(31.694842, -106.29998700000002)"
8335,Pharmacy,Kirk PLC,37495 Mclaughlin Key,120-357-7787,AZ,Yuma,85369,32.751632,-114.074901,"(32.751632, -114.074901)"
8336,Pharmacy,Pugh Inc,0620 Poole Gateway,425-651-5460,AL,Cottonwood,36320,31.099623,-85.314295,"(31.099623, -85.314295)"
8337,Pharmacy,Schmidt PLC,2683 Daniel Springs,240-817-2508,PA,Coolspring,15730,40.967066,-78.925563,"(40.967066, -78.925563)"
8338,Pharmacy,"Vincent, Garcia and Mcmillan",59547 Murphy Key,592-144-3221,SC,Starr,29684,34.409132,-82.660151,"(34.409132, -82.660151)"
8339,Hospital,Wilson-Bell,79073 Lauren Forges Apt. 248,399-262-9927,MA,Siasconset,2564,41.273949,-70.015545,"(41.273949, -70.01554499999999)"
8340,Pharmacy,Gray Ltd,2264 Abigail Plaza Apt. 141,656-681-2581,TX,Dallas,75230,32.886576,-96.769578,"(32.886576, -96.769578)"
8341,Pharmacy,Richard-Stephens,344 Alex Ridges,927-179-5200,NC,Snow Camp,27349,35.91485,-79.403671,"(35.91485, -79.403671)"
8342,Pharmacy,Wright-Anthony,64384 Jennifer Rest,265-754-3795,CO,Palisade,81526,39.095369,-108.299254,"(39.095369, -108.299254)"
8343,Hospital,"Kim, Anderson and Watson",97710 Hall Roads,697-874-3125,MD,Rockville,20848,39.143979,-77.207617,"(39.143979, -77.207617)"
8344,Pharmacy,"Parker, Hunt and Weeks",85181 Gonzalez Villages,852-106-4747,OH,Cameron,43914,39.768729,-80.945431,"(39.768729, -80.945431)"
8345,Pharmacy,Woodward Inc,16231 Wilson Mall Apt. 572,424-872-1795,IN,Nappanee,46550,41.574743,-85.972724,"(41.574743, -85.972724)"
8346,Pharmacy,"Fields, Arias and Calderon",8907 Duke Ridges,924-583-1846,NC,Charlotte,28244,35.26002,-80.804151,"(35.26002000000001, -80.804151)"
8347,Pharmacy,Ho-Williams,7439 Caleb Overpass,476-131-4261,KY,Thousandsticks,41766,37.158641,-83.384749,"(37.158641, -83.384749)"
8348,Pharmacy,Pierce PLC,763 Michelle Canyon Apt. 997,923-355-5457,NC,Wilsons Mills,27593,35.590731,-78.360723,"(35.590731, -78.360723)"
8349,Pharmacy,Wilcox LLC,1907 Davis Inlet,764-346-9274,MT,Hingham,59528,48.571498,-110.301301,"(48.571498, -110.301301)"
8350,Pharmacy,"Crane, Espinoza and Turner",0505 Andrea Avenue,372-473-2301,IA,Alden,50006,42.430997,-93.390638,"(42.430997, -93.390638)"
8351,Hospital,Hardy-Norman,949 Briana Plains Apt. 115,901-255-6302,PA,Warrendale,15096,40.434436,-80.024817,"(40.434436, -80.024817)"
8352,Pharmacy,Miranda PLC,3831 Maureen Shore Apt. 234,975-505-2918,WA,Seattle,98126,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
8353,Pharmacy,Jones-Moyer,912 Stevens Summit,734-013-6566,GA,Rochelle,31079,31.948411,-83.453578,"(31.948411, -83.45357800000002)"
8354,Pharmacy,"Nunez, Ewing and Nguyen",16800 Dana Trace,722-770-5960,IL,Loves Park,61132,42.325364,-89.170527,"(42.325364, -89.170527)"
8355,Pharmacy,"Warren, Stewart and Martinez",08207 Lauren Extension,790-391-0731,AR,Winthrop,71866,33.857142,-94.3748,"(33.857142, -94.3748)"
8356,Pharmacy,Henry-Burke,2521 Reid Burg,712-791-8985,NV,Halleck,89824,41.059414,-115.529596,"(41.059414, -115.529596)"
8357,Hospital,Casey LLC,908 Barrera Lock,328-333-4445,IA,Runnells,50237,41.561367,-93.398946,"(41.561367, -93.398946)"
8358,Pharmacy,Holmes-Greene,25580 Warner Ports Suite 670,425-233-1978,VT,Milton,5468,44.643418,-73.121685,"(44.643418, -73.121685)"
8359,Hospital,"Archer, Brown and Sullivan",094 Emily Pass Apt. 865,944-694-6729,IN,Evansville,47730,37.997128,-87.574963,"(37.997128, -87.574963)"
8360,Pharmacy,Rivera-Harper,702 Mays Square Apt. 253,339-289-1268,TN,Kingsport,37660,36.514384,-82.547615,"(36.514384, -82.54761500000002)"
8361,Pharmacy,Johnson-Martinez,242 Tyler Spurs,922-405-8668,LA,Shreveport,71108,32.602557,-93.816458,"(32.602557, -93.816458)"
8362,Hospital,Pierce-Anderson,426 Christopher Canyon,407-012-6314,MS,Clinton,39056,32.370736,-90.312371,"(32.370736, -90.312371)"
8363,Hospital,Jimenez Ltd,5315 Brooks Drives,934-567-9428,ID,Inkom,83245,42.670637,-112.248038,"(42.670637, -112.248038)"
8364,Pharmacy,Ellis LLC,46737 William Prairie Apt. 670,470-657-5585,WA,Napavine,98565,46.579281,-122.909666,"(46.579281, -122.909666)"
8365,Pharmacy,Mcintyre-Lewis,1112 John Isle Suite 899,333-843-9577,MN,Monticello,55563,44.805487,-93.766524,"(44.805487, -93.766524)"
8366,Hospital,Goodman Group,3750 Jennifer Knoll,482-137-7061,OH,Mineral Ridge,44440,41.168441,-80.78209,"(41.168441, -80.78209)"
8367,Hospital,"Johns, Grant and Higgins",901 John River,416-749-7772,OH,Columbus,43265,39.969036,-83.011389,"(39.969036, -83.01138900000002)"
8368,Pharmacy,Ford PLC,540 Johnny Brooks Suite 645,440-342-3417,IN,Stanford,47463,39.085896,-86.6689,"(39.08589600000001, -86.6689)"
8369,Pharmacy,"Martinez, Mason and Escobar",10564 Frank Route Apt. 868,373-366-4226,NC,Charlotte,28231,35.26002,-80.804151,"(35.26002000000001, -80.804151)"
8370,Hospital,Palmer-Hines,49944 Mitchell Burg Apt. 958,866-259-5054,MN,Green Isle,55338,44.63575,-94.057781,"(44.63575, -94.057781)"
8371,Pharmacy,Cooper-Davis,48262 Christopher Bridge,870-649-9941,WI,Patch Grove,53817,42.942183,-90.964596,"(42.942183, -90.964596)"
8372,Pharmacy,Smith-Sharp,9202 Melissa Glens,626-391-5326,AR,Little Rock,72214,34.762141,-92.228248,"(34.762141, -92.228248)"
8373,Pharmacy,Hansen-Dawson,092 Laura Springs,484-683-0744,NC,Potecasi,27867,36.356129,-77.483072,"(36.356129, -77.48307199999998)"
8374,Hospital,"Foley, Holloway and Petersen",764 Joan Views Apt. 945,604-390-3515,WA,Seattle,98125,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
8375,Pharmacy,"Wilkinson, Bell and Perry",628 Nicole Alley,593-490-9705,SD,Lodgepole,57640,45.703777,-102.663011,"(45.703777, -102.663011)"
8376,Pharmacy,"Boone, Moore and Blackwell",402 Horton Rue,641-476-2441,CA,Los Angeles,90055,33.786594,-118.298662,"(33.786594, -118.298662)"
8377,Pharmacy,Diaz-Ellis,62196 Dickerson Gateway,379-743-6642,IL,Chicago,60678,41.811929,-87.68732,"(41.811929, -87.68732)"
8378,Hospital,"Lawson, Murray and Mcguire",2061 Moreno Trafficway,515-102-6858,TX,Houston,77076,29.83399,-95.434241,"(29.833990000000004, -95.434241)"
8379,Pharmacy,Bryant-Hull,42550 Richard Canyon Suite 593,114-448-3109,MD,Lanham,20706,38.96076,-76.856135,"(38.96076, -76.856135)"
8380,Pharmacy,Rivas PLC,78003 Stewart Garden Apt. 616,173-212-3049,MO,Drury,65638,36.932331,-92.499044,"(36.932331, -92.499044)"
8381,Pharmacy,"Carson, Romero and Alexander",78910 Collier Hills,342-237-3641,NY,Plessis,13675,44.283403,-75.857026,"(44.283403, -75.857026)"
8382,Pharmacy,"Zamora, Hicks and Hayes",6911 John Villages,999-709-4250,IN,Decatur,46733,40.81911,-84.93785,"(40.81911, -84.93785)"
8383,Pharmacy,Lamb PLC,601 Neal Route Suite 222,175-504-2487,OK,Harrah,73045,35.53316,-97.395314,"(35.53315999999999, -97.395314)"
8384,Hospital,Wolfe-Berry,0391 Coleman Parks Suite 832,737-476-0591,TX,Angleton,77515,29.154269,-95.406577,"(29.154269, -95.406577)"
8385,Pharmacy,"Welch, Brown and Schultz",68331 Ann Overpass,157-866-2363,PA,Pittsburgh,15216,40.400091,-80.046176,"(40.400091, -80.046176)"
8386,Hospital,Reyes-Choi,67927 Lucas Valleys,538-690-8038,TN,Chattanooga,37410,35.00307,-85.308956,"(35.00307, -85.30895600000002)"
8387,Hospital,Valencia LLC,19487 Williams Burg,919-485-0913,TX,Corpus Christi,78426,27.777,-97.463213,"(27.777, -97.463213)"
8388,Pharmacy,Johnson-Mcintosh,722 Kayla Alley Suite 407,852-223-6696,ID,Shoshone,83352,43.059165,-114.414825,"(43.059165, -114.414825)"
8389,Pharmacy,Walker-Kramer,2661 Matthew Isle Apt. 129,484-256-0333,KS,Wichita,67218,37.668282,-97.280784,"(37.668282, -97.280784)"
8390,Pharmacy,"Garcia, Stevens and Nelson",857 Thomas Cliff,347-352-2587,CT,Hamden,6518,41.416747,-72.906096,"(41.416747, -72.90609599999998)"
8391,Pharmacy,Charles-Rice,62370 Young Station,241-718-8830,MO,Devils Elbow,65457,37.851231,-92.056898,"(37.851231, -92.056898)"
8392,Pharmacy,Warren-Carlson,9726 Turner Drive Apt. 374,732-612-9020,IN,Lowell,46356,41.280102,-87.411308,"(41.280102, -87.41130799999998)"
8393,Hospital,Hanson-Williams,717 Jacqueline Garden,911-177-1081,MN,Rollingstone,55969,44.099266,-91.819882,"(44.099266, -91.819882)"
8394,Pharmacy,Shannon-Fox,8698 Timothy Well,214-453-6290,MS,Southaven,38671,34.956633,-89.99624,"(34.956633000000004, -89.99624)"
8395,Pharmacy,"Chen, Mckee and Benitez",1141 John Garden Suite 349,335-787-3998,OH,Crown City,45623,38.796783,-82.271583,"(38.79678300000001, -82.27158299999998)"
8396,Pharmacy,"Williamson, Alvarado and Kidd",632 Anderson Inlet Apt. 173,846-304-8246,PA,Cuddy,15031,40.354712,-80.166906,"(40.354712, -80.16690600000003)"
8397,Hospital,"Myers, Gregory and Bishop",63399 Sergio Trail,734-349-4468,VA,Rollins Fork,22544,38.271077,-77.17261,"(38.27107700000001, -77.17260999999998)"
8398,Pharmacy,"Alexander, Kim and White",1401 Acevedo Creek Suite 983,509-149-4159,OH,Norwich,43767,40.011106,-81.804302,"(40.011106, -81.804302)"
8399,Pharmacy,Russell Ltd,4334 Mullins Mews,357-612-1578,CA,Los Angeles,90067,33.786594,-118.298662,"(33.786594, -118.298662)"
8400,Pharmacy,Ritter-Wiggins,24126 Richardson Viaduct Suite 763,496-683-2671,IL,Pontiac,61764,40.87479,-88.630826,"(40.87479, -88.630826)"
8401,Hospital,Howard PLC,9174 Austin Inlet Apt. 385,488-149-4333,VA,Warfield,23889,36.885672,-77.764753,"(36.885672, -77.764753)"
8402,Pharmacy,Randall-Taylor,21737 Delgado Landing Suite 119,878-179-5411,PA,Ursina,15485,39.817346,-79.330642,"(39.817346, -79.330642)"
8403,Pharmacy,Liu LLC,554 Rodriguez Passage Suite 287,291-314-0887,CA,Sacramento,94296,38.377411,-121.444429,"(38.377411, -121.444429)"
8404,Pharmacy,"Martinez, Smith and Brooks",15154 Christine Fort,397-872-4817,IN,Maxwell,46154,39.856763,-85.768357,"(39.856763, -85.768357)"
8405,Pharmacy,Chambers-Brady,3869 Brittany Ports Suite 706,371-497-8109,TX,Fort Worth,76109,32.771419,-97.291484,"(32.771419, -97.291484)"
8406,Pharmacy,"Johnson, Beard and Marshall",399 Timothy Courts,272-192-6768,SD,Armour,57313,43.341035,-98.398964,"(43.341035, -98.398964)"
8407,Pharmacy,Flores-Howell,938 Robinson Garden,428-878-0462,MN,Newport,55055,44.872395,-92.993263,"(44.872395, -92.993263)"
8408,Pharmacy,Wolfe-Castaneda,6600 Chambers Lodge Apt. 077,755-194-9144,KY,Auburn,42206,36.835067,-86.797432,"(36.835067, -86.797432)"
8409,Pharmacy,Quinn LLC,05696 Carroll Neck Apt. 234,470-614-8063,LA,Baton Rouge,70874,30.590238,-91.2054,"(30.590238, -91.2054)"
8410,Hospital,"Boyd, Moreno and Weiss",409 Lynn Harbor,723-311-7439,AL,Burnwell,35038,33.804411,-87.202136,"(33.804411, -87.202136)"
8411,Hospital,"Johnson, Porter and Forbes",3662 Ashley Village,480-414-8086,NY,De Lancey,13752,42.220641,-74.916308,"(42.220641, -74.916308)"
8412,Pharmacy,Marshall-Shaw,36723 Ashley Flat Apt. 389,603-863-4656,MO,Chamois,65024,38.606181,-91.738215,"(38.606181, -91.738215)"
8413,Hospital,Joseph-Anderson,3448 Cohen Haven,168-572-7554,MN,Pennington,56663,47.448274,-94.471485,"(47.448274, -94.471485)"
8414,Pharmacy,Chapman Ltd,525 Peterson Brook Apt. 279,960-854-4583,OH,Russells Point,43348,40.402746,-83.890243,"(40.402746, -83.890243)"
8415,Hospital,"Spencer, Christian and King",75838 Allen Station Apt. 590,637-332-9173,OK,Ninnekah,73067,34.932908,-97.939225,"(34.932908000000005, -97.939225)"
8416,Hospital,Horn and Sons,02895 Brent Loaf,941-430-6686,CO,Penrose,81240,38.414125,-105.047277,"(38.414125, -105.047277)"
8417,Pharmacy,"Kirby, Kim and Perkins",95750 Tiffany Trail,874-836-1575,NV,Beatty,89003,36.819857,-116.609372,"(36.819857, -116.609372)"
8418,Hospital,Elliott-Taylor,4852 James Village,142-515-6834,CA,Mendocino,95460,39.319949,-123.734377,"(39.319949, -123.734377)"
8419,Pharmacy,Phillips-Garrett,65471 Allison Forks,339-158-7509,IA,Lovilia,50150,41.028469,-92.976822,"(41.028469, -92.976822)"
8420,Hospital,Caldwell-Byrd,1743 White Forge Apt. 814,604-433-9006,ME,Stratton,4982,45.063384,-70.381639,"(45.063384, -70.381639)"
8421,Pharmacy,Wilson and Sons,29763 Brandon Spur Apt. 304,997-790-9953,CA,San Jose,95128,37.189396,-121.705327,"(37.189396, -121.705327)"
8422,Hospital,Wheeler and Sons,97000 Stephanie Forges,777-117-1129,WY,Midwest,82643,43.405584,-106.278264,"(43.40558400000001, -106.278264)"
8423,Pharmacy,Rios-Bridges,68341 Alex Courts Apt. 585,176-347-4586,GA,Trenton,30752,34.871687,-85.50208,"(34.871687, -85.50208)"
8424,Hospital,Miller-Ramirez,90782 Jill Lakes,612-311-3318,OK,Tulsa,74149,36.139826,-96.029725,"(36.139826, -96.029725)"
8425,Pharmacy,"Solis, Moore and Arnold",2886 Wallace Square Suite 196,820-632-1679,OR,Portland,97293,45.580557,-122.374776,"(45.580557, -122.374776)"
8426,Pharmacy,"Mays, Jacobs and Hernandez",428 Nguyen Cape,558-317-5712,TX,Sweeny,77480,29.100012,-95.744623,"(29.100012, -95.744623)"
8427,Pharmacy,Cobb and Sons,985 Lisa Lock Suite 802,390-219-7630,PA,Cokeburg,15324,40.050163,-79.98324,"(40.050163, -79.98324000000002)"
8428,Hospital,Gonzales-Warren,6673 David Court,965-560-5752,CA,San Bernardino,92401,34.839964,-115.967051,"(34.839964, -115.967051)"
8429,Hospital,"Keller, Alvarez and Foster",195 Ingram Gardens,917-719-2501,MA,Boston,2103,42.338947,-70.919635,"(42.338947, -70.919635)"
8430,Pharmacy,"Galvan, Mcdonald and Hart",1756 Daniel Ranch,746-573-5675,OH,Vickery,43464,41.396673,-82.921319,"(41.396673, -82.921319)"
8431,Hospital,"Carroll, Yoder and Maddox",14118 Lynch Avenue,616-110-5952,CT,Wolcott,6716,41.598347,-72.980578,"(41.598347, -72.98057800000002)"
8432,Pharmacy,Stein Ltd,1138 Lewis Keys,684-423-9021,TX,Valley View,76272,33.495794,-97.143184,"(33.495794000000004, -97.143184)"
8433,Pharmacy,"Ross, Ellison and Murray",609 Keith Mews,664-786-3483,FL,Hialeah,33002,25.558428,-80.458168,"(25.558428, -80.458168)"
8434,Pharmacy,"Simon, Church and Mullins",78020 Bright Gardens Apt. 619,520-766-7415,NY,Newcomb,12852,44.145678,-73.815204,"(44.145678, -73.81520400000002)"
8435,Hospital,"Robinson, Carrillo and Wilson",673 Donald Club Apt. 091,639-638-7390,OK,Camargo,73835,36.019939,-99.287978,"(36.019939, -99.287978)"
8436,Hospital,"Burnett, Boyle and Price",10233 Medina Drives,453-608-3377,PA,Waymart,18472,41.613395,-75.371218,"(41.613395, -75.371218)"
8437,Hospital,Lucas-Holloway,227 Durham Trafficway,341-610-6243,NY,Cochecton Center,12727,41.719016,-74.755373,"(41.719016, -74.75537299999998)"
8438,Pharmacy,"Johnson, Wells and Morrison",2640 Richard Hollow,865-790-4267,AL,Cusseta,36852,32.783137,-85.275581,"(32.783137, -85.275581)"
8439,Pharmacy,Cobb LLC,48558 Sierra Pines Suite 243,731-173-9336,MN,Borup,56519,47.201971,-96.500374,"(47.201971, -96.500374)"
8440,Pharmacy,Carey Inc,204 William Coves,225-062-0172,WV,Gauley Bridge,25085,38.156166,-81.174906,"(38.156166, -81.17490600000002)"
8441,Pharmacy,Chen-Berg,185 Troy Forges,889-645-9783,KS,Soldier,66540,39.478973,-95.825452,"(39.478973, -95.825452)"
8442,Pharmacy,"Pierce, Holloway and Proctor",4917 Jackson Light,704-352-0709,CA,Lawndale,90261,33.786594,-118.298662,"(33.786594, -118.298662)"
8443,Pharmacy,Thompson-Burns,75860 Jared Springs,399-079-3584,NY,East Pharsalia,13758,42.583518,-75.721931,"(42.583518, -75.72193100000001)"
8444,Hospital,"Brown, Guerrero and Mitchell",7272 Morris Mountain Suite 184,355-523-9492,MD,Conowingo,21918,39.543894,-76.049157,"(39.543894, -76.049157)"
8445,Pharmacy,Young-Walter,070 Bailey Manors Apt. 932,639-346-9208,AR,Harrison,72602,36.355213,-93.122554,"(36.355213, -93.122554)"
8446,Pharmacy,Nichols-Johnson,13506 Daniel Dale,318-408-7866,PA,Duryea,18642,41.217263,-75.938105,"(41.217263, -75.93810500000002)"
8447,Hospital,"Jones, Nichols and Evans",087 Nichols Locks,747-275-2248,WA,Seattle,98118,47.432251,-121.803388,"(47.432251, -121.80338799999998)"
8448,Pharmacy,"Dunn, Smith and Taylor",46754 Rivera Fords,909-103-0919,MA,Hudson,1749,42.446396,-71.459405,"(42.446396, -71.459405)"
8449,Pharmacy,Herrera Ltd,079 Stevens Streets,255-411-9138,PA,West Middletown,15379,40.241731,-80.424154,"(40.241731, -80.424154)"
8450,Pharmacy,"Johnson, Hunter and Brown",657 Jose Field,767-508-1721,AK,Point Hope,99766,66.693255,-153.993988,"(66.69325500000001, -153.993988)"
8451,Pharmacy,Bradford-Arnold,47834 Benjamin Extensions Apt. 027,325-096-5161,NE,Curtis,69025,40.643861,-100.54399,"(40.643861, -100.54399)"
8452,Pharmacy,"Ewing, Lopez and Roberson",315 Burch Plain,354-832-5634,PA,Kingsley,18826,41.766724,-75.732669,"(41.766724, -75.732669)"
8453,Pharmacy,"Walker, Pena and Williams",14261 Austin Way Suite 936,125-094-1182,AL,Montgomery,36125,32.233377,-86.208528,"(32.233377000000004, -86.208528)"
8454,Pharmacy,"Hayes, Anderson and Parrish",16977 George Mission Suite 953,453-860-8210,CT,Fairfield,6431,41.219093,-73.252696,"(41.219093, -73.252696)"
8455,Pharmacy,"Grant, Hinton and Scott",822 Petersen Ferry,566-320-9965,MI,Luzerne,48636,44.622852,-84.14818,"(44.622852, -84.14818000000002)"
8456,Hospital,Berger and Sons,4729 Julie Plaza Suite 622,129-537-9358,KY,Beaver,41604,37.377377,-82.686866,"(37.377377, -82.68686600000002)"
8457,Pharmacy,Stanley Ltd,36706 Zimmerman Loaf,487-800-0429,TN,Grandview,37337,35.623951,-84.942494,"(35.623951, -84.942494)"
8458,Pharmacy,Thompson-Ward,482 Olivia Corners,392-069-2410,MN,Dalbo,55017,45.660954,-93.430806,"(45.660954, -93.430806)"
8459,Pharmacy,"Jones, Gonzales and Dillon",248 Kevin Knolls,119-800-4340,VA,Berryville,22611,39.135711,-77.991926,"(39.135711, -77.991926)"
8460,Hospital,"Murphy, Mccann and Ortiz",507 Elizabeth Coves,937-501-6850,TX,Kyle,78640,29.996599,-97.83354,"(29.996599, -97.83354)"
8461,Pharmacy,Small-Young,3268 Haley Bridge,543-685-2838,MA,Weymouth,2188,42.20794,-70.95514,"(42.20794, -70.95514)"
8462,Pharmacy,Robinson-Ross,42889 Paul Parkway,278-130-9942,OR,Bly,97622,42.399541,-121.080557,"(42.399541, -121.080557)"
8463,Pharmacy,Mahoney Inc,136 Chapman Views Suite 344,527-862-9806,UT,Vernal,84079,40.160179,-109.547839,"(40.160179, -109.547839)"
8464,Pharmacy,"Williams, Young and Padilla",7944 Freeman Lodge Suite 017,542-062-6680,SC,Sumter,29150,33.913678,-80.354238,"(33.913678000000004, -80.354238)"
8465,Pharmacy,Whitaker and Sons,145 Jason Squares Suite 528,458-724-3831,IL,Kingston,60145,42.090787,-88.762765,"(42.090787, -88.762765)"
8466,Hospital,"Gates, Mora and Perry",2762 Cindy Pines Apt. 045,741-314-6574,LA,Fordoche,70732,30.657644,-91.626406,"(30.657644, -91.626406)"
8467,Pharmacy,Garrison-Robinson,61844 Renee Plain Apt. 252,202-576-7488,TX,Woodsboro,78393,28.206879,-97.334538,"(28.206879, -97.334538)"
8468,Pharmacy,Barnes-Lewis,7918 Jenkins Bypass Suite 260,857-199-1558,TN,Jonesborough,37659,36.289189,-82.489065,"(36.289189, -82.489065)"
8469,Pharmacy,"Maynard, Novak and Riley",075 Jackson Mountain,460-261-1741,NY,Hawthorne,10532,41.013742,-73.835421,"(41.013742, -73.835421)"
8470,Hospital,"Soto, Davis and Woods",41578 Debra Islands,893-690-3037,MO,Kansas City,64124,39.107504,-94.538531,"(39.107504, -94.538531)"
8471,Hospital,"Sullivan, Carter and Rivas",946 Joanna Fields,730-205-7536,CA,Nipomo,93444,35.048397,-120.494812,"(35.048396999999994, -120.494812)"
8472,Pharmacy,Howard-Yang,65312 Sweeney Lock,605-267-1497,MN,Young America,55567,44.805487,-93.766524,"(44.805487, -93.766524)"
8473,Pharmacy,"Humphrey, Tran and Johnson",75198 Morris Trafficway,981-676-7684,IL,Clayton,62324,39.982894,-90.949268,"(39.982894, -90.949268)"
